title,vote_average,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
TheStoryofUs,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHost,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BloodWork,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheInternational,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EscapefromLA,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIronGiant,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLifeAquaticwithSteveZissou,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FreeStateofJones,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TheLifeofDavidGale,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ManoftheHouse,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RunAllNight,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EasternPromises,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IntotheBlue,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMessengerTheStoryofJoanofArc,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YourHighness,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DreamHouse,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MadCity,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BabysDayOut,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheScarletLetter,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FairGame,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jade,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamer,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BeautifulCreatures,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeathtoSmoochy,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoolander2,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBigBounce,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhatPlanetAreYouFrom,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DriveAngry,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
StreetFighterTheLegendofChunLi,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheOne,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAdventuresofFordFairlane,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBoatThatRocked,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traffic,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IndianaJonesandtheLastCrusade,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnnaKarenina,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chappie,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBoneCollector,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PanicRoom,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheToothFairy,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ThreeKings,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child44,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RatRace,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPAX,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KateLeopold,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bedazzled,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TheCottonClub,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310toYuma,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taken3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OutofSight,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheCableGuy,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DickTracy,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheThomasCrownAffair,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RidinginCarswithBoys,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FirstBlood,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solaris,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HappilyNEverAfter,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaryReilly,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MyBestFriendsWedding,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmericasSweethearts,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insomnia,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StarTrekFirstContact,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JonahHex,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CourageUnderFire,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LiarLiar,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheInfiltrator,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inchon,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheFlintstones,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taken2,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScaryMovie3,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissCongeniality,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JourneytotheCenteroftheEarth,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePrincessDiaries2RoyalEngagement,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePelicanBrief,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheClient,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBucketList,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PatriotGames,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MonsterinLaw,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prisoners,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TrainingDay,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GalaxyQuest,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScaryMovie2,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMuppets,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CoachCarter,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ChangingLanes,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaconda,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoyoteUgly,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoveActually,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABugsLife,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FromHell,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TheSpecialist,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TinCup,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YoursMineandOurs,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KickingScreaming,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheHitchhikersGuidetotheGalaxy,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FatAlbert,4.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ResidentEvilExtinction,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blended,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LastHoliday,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheRiverWild,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIndianintheCupboard,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savages,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnnyEnglish,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheAntBully,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dune,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AcrosstheUniverse,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RevolutionaryRoad,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16Blocks,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BabylonAD,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheGlimmerMan,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiplicity,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliensintheAttic,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePledge,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheProducers,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePhantom,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AllthePrettyHorses,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nixon,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TheGhostWriter,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeepRising,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MiracleatStAnna,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CurseoftheGoldenFlower,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BangkokDangerous,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BigTrouble,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoveintheTimeofCholera,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadowConspiracy,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnnyEnglishReborn,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodfight,2.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argo,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheFugitive,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBountyHunter,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepers,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RamboFirstBloodPartII,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheJuror,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinocchio,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HeavensGate,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnderworldEvolution,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VictorFrankenstein,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FindingForrester,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28Days,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unleashed,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheSweetestThing,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheFirm,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CharlieStCloud,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMechanic,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21JumpStreet,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NottingHill,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ChickenRun,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlongCamePolly,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boomerang,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheHeat,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HereComestheBoom,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HighCrimes,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMirrorHasTwoFaces,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMothmanProphecies,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brüno,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LicencetoKill,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RedRidingHood,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15Minutes,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SuperMarioBros,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LordofWar,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OnefortheMoney,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheInterview,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheWarriorsWay,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micmacs,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Mile,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WhyIDidNotEatMyFather,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKnightsTale,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMedallion,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheSixthSense,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ManonaLedge,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheBigYear,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheKarateKid,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AmericanHustle,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheProposal,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoubleJeopardy,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BacktotheFuturePartII,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FiftyShadesofGrey,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SpyKids3DGameOver,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATimetoKill,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CheaperbytheDozen,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoneSurvivor,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALeagueofTheirOwn,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheConjuring2,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TheSocialNetwork,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HesJustNotThatIntoYou,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScaryMovie4,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream3,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BacktotheFuturePartIII,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetHard,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JulieJulia,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheTalentedMrRipley,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DumbandDumberTo,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EightBelow,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheIntern,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RideAlong2,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLastoftheMohicans,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SinCity,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VantagePoint,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ILoveYouMan,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShallowHal,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BigMommasHouse2,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheMexican,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17Again,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheOtherWoman,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheFinalDestination,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BridgeofSpies,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BehindEnemyLines,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetHimtotheGreek,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShallWeDance,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SmallSoldiers,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spawn,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheCountofMonteCristo,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLincolnLawyer,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThePrestige,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HorribleBosses2,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EscapefromPlanetEarth,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apocalypto,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheLivingDaylights,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predators,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LegalEagles,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SecretWindow,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheLakeHouse,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TheSkeletonKey,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheOddLifeofTimothyGreen,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MadeofHonor,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JerseyBoys,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TheRainmaker,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gothika,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amistad,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MedicineMan,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AliensvsPredatorRequiem,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RihieRih,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AutumninNewYork,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MusicandLyrics,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheGuiltTrip,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream4,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8MM,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TheDoors,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SexTape,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HangingUp,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FinalDestination5,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MickeyBlueEyes,5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PayItForward,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FeverPitch,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DrillbitTaylor,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMillionWaystoDieintheWest,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TheShadow,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExtremelyLoudIncrediblyClose,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MorningGlory,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetRichorDieTryin,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TheArtofWar,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rent,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
